"name english","tier","id","family id","author","rarity","element","attack enabled","attack type","attack range","attack cd","dmg min","dmg max","mana","mana regen","cost","missile speed","missile arc","missile uses lightning visual","attack_target_type","multishot","splash attack","bounce attack","specials","ability list","aura list","autocast list","script path","icon path","sprite path","name","description"
"Rejuvenating Well",3,579,577,"drol","rare","nature","TRUE","essence",1000,1.1,2291,2370,400,5,3600,1100,0.2,"FALSE","CREEPS",,,,"MOD_DMG_TO_ORC,0.2,0.008",,"76","155","res://src/towers/tower_behaviors/regenerating_well.gd","res://resources/icons/tower_icons/regenerating_well.tres","res://src/towers/tower_sprites/regenerating_well_3.tscn","ZCCJ","QW5X"
"Broken Cage",1,580,580,"Chronos","common","darkness","TRUE","decay",800,1.5,88,93,0,0,70,1500,0,"FALSE","CREEPS",,,,,"531",,,"res://src/towers/tower_behaviors/broken_cage.gd","res://resources/icons/tower_icons/broken_cage.tres","res://src/towers/tower_sprites/broken_cage_1.tscn","NTNT","U51W"
"Restored Cage",2,581,580,"Chronos","common","darkness","TRUE","decay",800,1.5,299,304,0,0,250,1501,0,"FALSE","CREEPS",,,,,"532",,,"res://src/towers/tower_behaviors/broken_cage.gd","res://resources/icons/tower_icons/broken_cage.tres","res://src/towers/tower_sprites/broken_cage_2.tscn","M1AR","1O33"
"Caged Soul",3,582,580,"Chronos","common","darkness","TRUE","decay",800,1.5,750,755,0,0,660,1502,0,"FALSE","CREEPS",,,,,"533",,,"res://src/towers/tower_behaviors/broken_cage.gd","res://resources/icons/tower_icons/broken_cage.tres","res://src/towers/tower_sprites/broken_cage_3.tscn","A1MS","RBLU"
"Trapped Souls",4,583,580,"Chronos","common","darkness","TRUE","decay",800,1.5,1329,1334,0,0,1240,1503,0,"FALSE","CREEPS",,,,,"534",,,"res://src/towers/tower_behaviors/broken_cage.gd","res://resources/icons/tower_icons/broken_cage.tres","res://src/towers/tower_sprites/broken_cage_4.tscn","4440","TGNU"
"Soul Prison",5,584,580,"Chronos","common","darkness","TRUE","decay",800,1.5,2253,2258,0,0,2200,1504,0,"FALSE","CREEPS",,,,,"535",,,"res://src/towers/tower_behaviors/broken_cage.gd","res://resources/icons/tower_icons/broken_cage.tres","res://src/towers/tower_sprites/broken_cage_5.tscn","YR2N","E69Q"
"Fiery Pebble",1,586,586,"geX","common","fire","TRUE","elemental",900,1.2,31,36,0,0,30,1300,0.12,"FALSE","CREEPS",,"150,0.25",,,,,,"res://src/towers/tower_behaviors/fiery_pebble.gd","res://resources/icons/tower_icons/fiery_pebble.tres","res://src/towers/tower_sprites/fiery_pebble_1.tscn","7GBA","CBNA"
"Fiery Stone",2,630,586,"geX","common","fire","TRUE","elemental",900,1.2,147,171,0,0,150,1300,0.12,"FALSE","CREEPS",,"160,0.25",,,,,,"res://src/towers/tower_behaviors/fiery_pebble.gd","res://resources/icons/tower_icons/fiery_pebble.tres","res://src/towers/tower_sprites/fiery_pebble_2.tscn","B6SV","SNU7"
"Fiery Rock",3,653,586,"geX","common","fire","TRUE","elemental",900,1.2,389,455,0,0,400,1300,0.12,"FALSE","CREEPS",,,,,"536",,,"res://src/towers/tower_behaviors/frosty_rock.gd","res://resources/icons/tower_icons/fiery_pebble.tres","res://src/towers/tower_sprites/fiery_pebble_3.tscn","5T1H","OLQQ"
"Fiery Rock Formation",4,451,586,"geX","common","fire","TRUE","elemental",900,1.2,775,904,0,0,800,1300,0.12,"FALSE","CREEPS",,"180,0.25",,,,,,"res://src/towers/tower_behaviors/fiery_pebble.gd","res://resources/icons/tower_icons/fiery_pebble.tres","res://src/towers/tower_sprites/fiery_pebble_4.tscn","IEI2","V420"
"Burning Rock",5,2,586,"geX","common","fire","TRUE","elemental",900,1.2,1343,1582,0,0,1400,1300,0.12,"FALSE","CREEPS",,"190,0.25",,,,,,"res://src/towers/tower_behaviors/fiery_pebble.gd","res://resources/icons/tower_icons/fiery_pebble.tres","res://src/towers/tower_sprites/fiery_pebble_5.tscn","C29N","ZIOZ"
"Hell Rock",6,35,586,"geX","common","fire","TRUE","elemental",900,1.2,2247,2637,0,0,2350,1300,0.12,"FALSE","CREEPS",,"200,0.25",,,,,,"res://src/towers/tower_behaviors/fiery_pebble.gd","res://resources/icons/tower_icons/fiery_pebble.tres","res://src/towers/tower_sprites/fiery_pebble_6.tscn","JYXZ","TN0M"
"Healing Obelisk",1,587,587,"SirCoqalot.","uncommon","astral","TRUE","elemental",1000,1.5,674,736,0,0,300,1200,0,"FALSE","CREEPS",,,,,"537",,,"res://src/towers/tower_behaviors/healing_obelisk.gd","res://resources/icons/tower_icons/healing_obelisk.tres","res://src/towers/tower_sprites/healing_obelisk_1.tscn","0PH5","8N3X"
"Healing Monument",2,627,587,"SirCoqalot.","uncommon","astral","TRUE","elemental",1000,1.5,2614,2676,0,0,1000,1200,0,"FALSE","CREEPS",,,,,"538",,,"res://src/towers/tower_behaviors/healing_obelisk.gd","res://resources/icons/tower_icons/healing_obelisk.tres","res://src/towers/tower_sprites/healing_obelisk_2.tscn","G5A7","06U0"
"Healing Altar",3,628,587,"SirCoqalot.","uncommon","astral","TRUE","elemental",1000,1.5,5554,5616,0,0,1900,1200,0,"FALSE","CREEPS",,,,,"539",,,"res://src/towers/tower_behaviors/healing_obelisk.gd","res://resources/icons/tower_icons/healing_obelisk.tres","res://src/towers/tower_sprites/healing_obelisk_3.tscn","D3IM","KP7G"
"Healing Shrine",4,629,587,"SirCoqalot.","uncommon","astral","TRUE","elemental",1000,1.5,10109,10171,0,0,3000,1200,0,"FALSE","CREEPS",,,,,"540",,,"res://src/towers/tower_behaviors/healing_obelisk.gd","res://resources/icons/tower_icons/healing_obelisk.tres","res://src/towers/tower_sprites/healing_obelisk_4.tscn","SMW1","F23W"
"Lesser Priest",1,590,590,"Boekie","uncommon","astral","TRUE","elemental",1000,2,97,97,0,0,90,1500,0,"FALSE","CREEPS",,,,"MOD_ATTACKSPEED,0,0.03","541",,,"res://src/towers/tower_behaviors/lesser_priest.gd","res://resources/icons/tower_icons/lesser_priest.tres","res://src/towers/tower_sprites/lesser_priest_1.tscn","E9OH","T1BN"
"Priest",2,597,590,"Boekie","uncommon","astral","TRUE","elemental",1000,2,301,301,0,0,290,1500,0,"FALSE","CREEPS",,,,"MOD_ATTACKSPEED,0,0.03","542",,,"res://src/towers/tower_behaviors/lesser_priest.gd","res://resources/icons/tower_icons/lesser_priest.tres","res://src/towers/tower_sprites/lesser_priest_2.tscn","SHZL","UQ0K"
"Experienced Priest",3,598,590,"Boekie","uncommon","astral","TRUE","elemental",1000,2,668,668,0,0,700,1500,0,"FALSE","CREEPS",,,,"MOD_ATTACKSPEED,0,0.03","543",,,"res://src/towers/tower_behaviors/lesser_priest.gd","res://resources/icons/tower_icons/lesser_priest.tres","res://src/towers/tower_sprites/lesser_priest_3.tscn","V73T","8ELH"
"Holy Priest",4,599,590,"Boekie","uncommon","astral","TRUE","elemental",1000,2,1279,1279,0,0,1400,1500,0,"FALSE","CREEPS",,,,"MOD_ATTACKSPEED,0,0.03","544",,,"res://src/towers/tower_behaviors/lesser_priest.gd","res://resources/icons/tower_icons/lesser_priest.tres","res://src/towers/tower_sprites/lesser_priest_4.tscn","N5TW","2WU9"
"Divine Priest",5,600,590,"Boekie","uncommon","astral","TRUE","elemental",1000,2,2179,2179,0,0,2500,1500,0,"FALSE","CREEPS",,,,"MOD_ATTACKSPEED,0,0.03","545",,,"res://src/towers/tower_behaviors/lesser_priest.gd","res://resources/icons/tower_icons/lesser_priest.tres","res://src/towers/tower_sprites/lesser_priest_5.tscn","76YW","626C"
"Small Frozen Mushroom",1,591,591,"BetrayedKnight","common","ice","TRUE","elemental",950,1.1,57,62,0,0,70,1300,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.5,0|MOD_DMG_TO_NATURE,0.35,0.012|MOD_DMG_TO_ORC,0.35,0.012|MOD_DMG_TO_HUMANOID,0.35,0.012",,,,"res://src/towers/tower_behaviors/small_frozen_mushroom.gd","res://resources/icons/tower_icons/small_frozen_mushroom.tres","res://src/towers/tower_sprites/small_frozen_mushroom_1.tscn","F5DN","DK81"
"Frozen Mushroom",2,592,591,"BetrayedKnight","common","ice","TRUE","elemental",950,1.1,201,212,0,0,245,1300,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.5,0|MOD_DMG_TO_NATURE,0.35,0.012|MOD_DMG_TO_ORC,0.35,0.012|MOD_DMG_TO_HUMANOID,0.35,0.012",,,,"res://src/towers/tower_behaviors/small_frozen_mushroom.gd","res://resources/icons/tower_icons/small_frozen_mushroom.tres","res://src/towers/tower_sprites/small_frozen_mushroom_2.tscn","QFWS","O7HL"
"Deep Frozen Mushroom",3,593,591,"BetrayedKnight","common","ice","TRUE","elemental",950,1.1,563,580,0,0,680,1300,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.5,0|MOD_DMG_TO_NATURE,0.35,0.012|MOD_DMG_TO_ORC,0.35,0.012|MOD_DMG_TO_HUMANOID,0.35,0.012",,,,"res://src/towers/tower_behaviors/small_frozen_mushroom.gd","res://resources/icons/tower_icons/small_frozen_mushroom.tres","res://src/towers/tower_sprites/small_frozen_mushroom_3.tscn","J6B7","V4IG"
"Utterly Frozen Mushroom",4,594,591,"BetrayedKnight","common","ice","TRUE","elemental",950,1.1,1177,1200,0,0,1450,1300,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.5,0|MOD_DMG_TO_NATURE,0.4,0.0135|MOD_DMG_TO_ORC,0.4,0.0135|MOD_DMG_TO_HUMANOID,0.4,0.0135",,,,"res://src/towers/tower_behaviors/small_frozen_mushroom.gd","res://resources/icons/tower_icons/small_frozen_mushroom.tres","res://src/towers/tower_sprites/small_frozen_mushroom_4.tscn","3TWV","CVV2"
"Devastatingly Frozen Mushroom",5,595,591,"BetrayedKnight","common","ice","TRUE","elemental",950,1.1,1878,1925,0,0,2350,1300,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.5,0|MOD_DMG_TO_NATURE,0.4,0.0135|MOD_DMG_TO_ORC,0.4,0.0135|MOD_DMG_TO_HUMANOID,0.4,0.0135",,,,"res://src/towers/tower_behaviors/small_frozen_mushroom.gd","res://resources/icons/tower_icons/small_frozen_mushroom.tres","res://src/towers/tower_sprites/small_frozen_mushroom_5.tscn","4H8X","D3TK"
"Nuclear Missile Launcher",1,596,596,"Matac","unique","iron","TRUE","essence",2400,10,17777,17778,0,0,3400,700,1.56,"FALSE","CREEPS,SIZE_MASS,SIZE_NORMAL,SIZE_CHAMPION,SIZE_BOSS",,"400,1,500,0.75,600,0.5",,,,,,"res://src/towers/tower_behaviors/nuclear_missile_launcher.gd","res://resources/icons/tower_icons/nuclear_missile_launcher.tres","res://src/towers/tower_sprites/nuclear_missile_launcher_1.tscn","WWC0","X6QD"
"Forest Archer",1,601,601,"Boekie","rare","nature","TRUE","essence",850,2.2,715,720,0,0,660,1300,0.1,"FALSE","CREEPS","3",,,,"546,547",,,"res://src/towers/tower_behaviors/forest_archer.gd","res://resources/icons/tower_icons/forest_archer.tres","res://src/towers/tower_sprites/forest_archer_1.tscn","SNQY","T61C"
"Forest Ranger",2,602,601,"Boekie","rare","nature","TRUE","essence",850,2.2,1194,1199,0,0,1100,1300,0.1,"FALSE","CREEPS","3",,,,"548,549",,,"res://src/towers/tower_behaviors/forest_archer.gd","res://resources/icons/tower_icons/forest_archer.tres","res://src/towers/tower_sprites/forest_archer_2.tscn","MGTN","MQE9"
"Forest Amazon",3,603,601,"Boekie","rare","nature","TRUE","essence",850,2.2,2661,2666,0,0,2450,1300,0.1,"FALSE","CREEPS","3",,,,"550,551",,,"res://src/towers/tower_behaviors/forest_archer.gd","res://resources/icons/tower_icons/forest_archer.tres","res://src/towers/tower_sprites/forest_archer_3.tscn","PO6F","5F0M"
"Lightning Totem",1,604,604,"Boekie","rare","storm","TRUE","energy",800,0.7,351,351,0,0,700,1500,0.2,"FALSE","CREEPS",,,,,,"77",,"res://src/towers/tower_behaviors/lightning_totem.gd","res://resources/icons/tower_icons/lightning_totem.tres","res://src/towers/tower_sprites/lightning_totem_1.tscn","3954","DHLQ"
"Old Lightning Totem",2,605,604,"Boekie","rare","storm","TRUE","energy",800,0.7,652,652,0,0,1300,1500,0.2,"FALSE","CREEPS",,,,,,"78",,"res://src/towers/tower_behaviors/lightning_totem.gd","res://resources/icons/tower_icons/lightning_totem.tres","res://src/towers/tower_sprites/lightning_totem_2.tscn","EWEF","LFVJ"
"Ancient Lightning Totem",3,606,604,"Boekie","rare","storm","TRUE","energy",800,0.7,1205,1205,0,0,2400,1500,0.2,"FALSE","CREEPS",,,,,,"79",,"res://src/towers/tower_behaviors/lightning_totem.gd","res://resources/icons/tower_icons/lightning_totem.tres","res://src/towers/tower_sprites/lightning_totem_3.tscn","SYEW","EWUY"
"Sacred Altar",1,607,607,"Boekie","unique","nature","TRUE","essence",875,2.5,3052,3052,0,0,3000,1500,0.25,"FALSE","CREEPS",,,,,,"80",,"res://src/towers/tower_behaviors/sacred_altar.gd","res://resources/icons/tower_icons/sacred_altar.tres","res://src/towers/tower_sprites/sacred_altar_1.tscn","KQCK","LFIO"
"Rowing Boat",1,608,608,"Matac","uncommon","iron","TRUE","physical",900,1.7,434,434,0,0,300,900,0.15,"FALSE","CREEPS,SIZE_MASS,SIZE_NORMAL,SIZE_CHAMPION,SIZE_BOSS",,"25,1,150,0.4,250,0.1",,,"552","81",,"res://src/towers/tower_behaviors/rowing_boat.gd","res://resources/icons/tower_icons/rowing_boat.tres","res://src/towers/tower_sprites/rowing_boat_1.tscn","X111","Z9ZT"
"Frigate",2,609,608,"Matac","uncommon","iron","TRUE","physical",900,1.7,1345,1345,0,0,900,900,0.15,"FALSE","CREEPS,SIZE_MASS,SIZE_NORMAL,SIZE_CHAMPION,SIZE_BOSS",,"25,1,150,0.4,250,0.1",,,"553","82",,"res://src/towers/tower_behaviors/rowing_boat.gd","res://resources/icons/tower_icons/rowing_boat.tres","res://src/towers/tower_sprites/rowing_boat_2.tscn","UXDC","SR1B"
"Battleship",3,610,608,"Matac","uncommon","iron","TRUE","physical",900,1.7,2342,2342,0,0,1500,900,0.15,"FALSE","CREEPS,SIZE_MASS,SIZE_NORMAL,SIZE_CHAMPION,SIZE_BOSS",,"25,1,150,0.4,250,0.1",,,"554","83",,"res://src/towers/tower_behaviors/rowing_boat.gd","res://resources/icons/tower_icons/rowing_boat.tres","res://src/towers/tower_sprites/rowing_boat_3.tscn","9FF0","OMPF"
"Destroyer",4,611,608,"Matac","uncommon","iron","TRUE","physical",900,1.7,3932,3932,0,0,2400,900,0.15,"FALSE","CREEPS,SIZE_MASS,SIZE_NORMAL,SIZE_CHAMPION,SIZE_BOSS",,"25,1,150,0.4,250,0.1",,,"555","84",,"res://src/towers/tower_behaviors/rowing_boat.gd","res://resources/icons/tower_icons/rowing_boat.tres","res://src/towers/tower_sprites/rowing_boat_4.tscn","5A5T","4BHS"
"Basic Knowledge",1,617,617,"SirCoqalot.","uncommon","astral","TRUE","energy",960,2.6,415,415,0,0,200,3000,0,"FALSE","CREEPS",,,,,"556",,,"res://src/towers/tower_behaviors/basic_knowledge.gd","res://resources/icons/tower_icons/basic_knowledge.tres","res://src/towers/tower_sprites/basic_knowledge_1.tscn","WFE7","GIWC"
"Accumulated Knowledge",2,618,617,"SirCoqalot.","uncommon","astral","TRUE","energy",960,2.6,960,960,0,0,450,3000,0,"FALSE","CREEPS",,,,,"557",,,"res://src/towers/tower_behaviors/basic_knowledge.gd","res://resources/icons/tower_icons/basic_knowledge.tres","res://src/towers/tower_sprites/basic_knowledge_2.tscn","NW8W","2YKN"
"Small Library",3,619,617,"SirCoqalot.","uncommon","astral","TRUE","energy",960,2.6,2083,2083,0,0,950,3000,0,"FALSE","CREEPS",,,,,"558",,,"res://src/towers/tower_behaviors/basic_knowledge.gd","res://resources/icons/tower_icons/basic_knowledge.tres","res://src/towers/tower_sprites/basic_knowledge_3.tscn","SM4T","A01H"
"Library",4,620,617,"SirCoqalot.","uncommon","astral","TRUE","energy",960,2.6,3602,3602,0,0,1600,3000,0,"FALSE","CREEPS",,,,,"559",,,"res://src/towers/tower_behaviors/basic_knowledge.gd","res://resources/icons/tower_icons/basic_knowledge.tres","res://src/towers/tower_sprites/basic_knowledge_4.tscn","WP8S","8M6V"
"Elder Library",5,621,617,"SirCoqalot.","uncommon","astral","TRUE","energy",960,2.6,5546,5546,0,0,2400,3000,0,"FALSE","CREEPS",,,,,"560",,,"res://src/towers/tower_behaviors/basic_knowledge.gd","res://resources/icons/tower_icons/basic_knowledge.tres","res://src/towers/tower_sprites/basic_knowledge_5.tscn","0BBF","3M99"
"Miner",1,622,622,"drol","rare","iron","TRUE","decay",1000,1.8,614,633,0,0,500,1200,0.2,"FALSE","CREEPS",,,,"MOD_BOUNTY_RECEIVED,0.2,0.008","561,562",,,"res://src/towers/tower_behaviors/miner.gd","res://resources/icons/tower_icons/miner.tres","res://src/towers/tower_sprites/miner_1.tscn","GS8R","V7MV"
"Lonely Miner",2,687,622,"drol","rare","iron","TRUE","decay",1000,1.8,1717,1771,0,0,1400,1200,0.2,"FALSE","CREEPS",,,,"MOD_ATK_CRIT_CHANCE,0.2,0.004|MOD_ATK_CRIT_DAMAGE,2,0.04|MOD_MULTICRIT_COUNT,2,0|MOD_ATTACKSPEED,0,0.022","563,564",,,"res://src/towers/tower_behaviors/greyfang.gd","res://resources/icons/tower_icons/miner.tres","res://src/towers/tower_sprites/miner_2.tscn","ZYJN","Z2BY"
"Fortunate Miner",3,688,622,"drol","rare","iron","TRUE","decay",1000,1.8,3304,3423,0,0,2700,1200,0.2,"FALSE","CREEPS",,,,,"565",,,"res://src/towers/tower_behaviors/fenced_flames.gd","res://resources/icons/tower_icons/miner.tres","res://src/towers/tower_sprites/miner_3.tscn","YNM1","6XYO"
"Hall of Souls",1,633,633,"Natac","rare","darkness","TRUE","decay",800,1.4,634,684,0,0,1000,1500,0.15,"FALSE","CREEPS",,,,,,"85",,"res://src/towers/tower_behaviors/hall_of_souls.gd","res://resources/icons/tower_icons/hall_of_souls.tres","res://src/towers/tower_sprites/hall_of_souls_1.tscn","FO3B","PR0S"
"Necropolis of Souls",2,632,633,"Natac","rare","darkness","TRUE","decay",800,1.4,1268,1368,0,0,2000,1500,0.15,"FALSE","CREEPS",,,,,,"86",,"res://src/towers/tower_behaviors/hall_of_souls.gd","res://resources/icons/tower_icons/hall_of_souls.tres","res://src/towers/tower_sprites/hall_of_souls_2.tscn","XUZS","T7DL"
"Citadel of Souls",3,631,633,"Natac","rare","darkness","TRUE","decay",800,1.4,1902,2052,0,0,3000,1500,0.15,"FALSE","CREEPS",,,,,,"87",,"res://src/towers/tower_behaviors/hall_of_souls.gd","res://resources/icons/tower_icons/hall_of_souls.tres","res://src/towers/tower_sprites/hall_of_souls_3.tscn","ZNVJ","HDRM"
"Ruined Monolith",1,638,638,"drol","common","storm","TRUE","physical",1050,1.5,47,51,0,0,50,1500,0.2,"FALSE","CREEPS",,,"3,0.5","MOD_DMG_TO_AIR,0.1,0.01",,,,"res://src/towers/tower_behaviors/ruined_monolith.gd","res://resources/icons/tower_icons/ruined_monolith.tres","res://src/towers/tower_sprites/ruined_monolith_1.tscn","UTNY","LALP"
"Monolith",2,639,638,"drol","common","storm","TRUE","physical",1050,1.5,136,150,0,0,150,1500,0.2,"FALSE","CREEPS",,,"3,0.46","MOD_DMG_TO_AIR,0.1,0.01",,,,"res://src/towers/tower_behaviors/ruined_monolith.gd","res://resources/icons/tower_icons/ruined_monolith.tres","res://src/towers/tower_sprites/ruined_monolith_2.tscn","E6HC","DCA5"
"Enchanted Monolith",3,640,638,"drol","common","storm","TRUE","physical",1050,1.5,264,293,0,0,300,1500,0.2,"FALSE","CREEPS",,,"3,0.42","MOD_DMG_TO_AIR,0.1,0.01",,,,"res://src/towers/tower_behaviors/ruined_monolith.gd","res://resources/icons/tower_icons/ruined_monolith.tres","res://src/towers/tower_sprites/ruined_monolith_3.tscn","BERN","80G8"
"Monolith of Lightning",4,641,638,"drol","common","storm","TRUE","physical",1050,1.5,511,570,0,0,600,1500,0.2,"FALSE","CREEPS",,,"3,0.38","MOD_DMG_TO_AIR,0.1,0.01",,,,"res://src/towers/tower_behaviors/ruined_monolith.gd","res://resources/icons/tower_icons/ruined_monolith.tres","res://src/towers/tower_sprites/ruined_monolith_4.tscn","00KS","BE34"
"Monolith of Thunder",5,642,638,"drol","common","storm","TRUE","physical",1050,1.5,992,1111,0,0,1200,1500,0.2,"FALSE","CREEPS",,,"3,0.34","MOD_DMG_TO_AIR,0.1,0.01",,,,"res://src/towers/tower_behaviors/ruined_monolith.gd","res://resources/icons/tower_icons/ruined_monolith.tres","res://src/towers/tower_sprites/ruined_monolith_5.tscn","4CZ9","25FO"
"Monolith of the Gathering Storm",6,643,638,"drol","common","storm","TRUE","physical",1050,1.5,1924,2163,0,0,2400,1500,0.2,"FALSE","CREEPS",,,"3,0.3","MOD_DMG_TO_AIR,0.1,0.01",,,,"res://src/towers/tower_behaviors/ruined_monolith.gd","res://resources/icons/tower_icons/ruined_monolith.tres","res://src/towers/tower_sprites/ruined_monolith_6.tscn","IHIC","5N39"
"Icy Spirit",1,644,644,"Boekie","rare","ice","TRUE","energy",950,2,169,169,0,0,500,1500,0.25,"FALSE","CREEPS",,,,,"566",,,"res://src/towers/tower_behaviors/icy_spirit.gd","res://resources/icons/tower_icons/icy_spirit.tres","res://src/towers/tower_sprites/icy_spirit_1.tscn","2MQ2","7VN3"
"Chilled Spirit",2,646,644,"Boekie","rare","ice","TRUE","energy",950,2,439,439,0,0,1300,1500,0.25,"FALSE","CREEPS",,,,,"567",,,"res://src/towers/tower_behaviors/icy_spirit.gd","res://resources/icons/tower_icons/icy_spirit.tres","res://src/towers/tower_sprites/icy_spirit_2.tscn","QUQF","BHJ6"
"Frozen Spirit",3,647,644,"Boekie","rare","ice","TRUE","energy",950,2,1013,1013,0,0,3000,1500,0.25,"FALSE","CREEPS",,,,,"568",,,"res://src/towers/tower_behaviors/icy_spirit.gd","res://resources/icons/tower_icons/icy_spirit.tres","res://src/towers/tower_sprites/icy_spirit_3.tscn","HMQ1","EI0P"
"Plagued Crypt",1,645,645,"cedi","unique","darkness","TRUE","decay",1150,3,3899,3916,0,0,2500,900,0.3,"FALSE","CREEPS,SIZE_MASS,SIZE_NORMAL,SIZE_CHAMPION,SIZE_BOSS",,"25,1,50,0.4,150,0.25",,,"569,570",,,"res://src/towers/tower_behaviors/plagued_crypt.gd","res://resources/icons/tower_icons/plagued_crypt.tres","res://src/towers/tower_sprites/plagued_crypt_1.tscn","8V29","7IG3"
"Dreadlord",1,648,648,"poussix","unique","darkness","TRUE","decay",900,1,1086,1086,1000,10,2800,9000,0,"TRUE","CREEPS",,,,"MOD_MANA_PERC,0,0.05|MOD_MANA_REGEN_PERC,0,0.05","571,572",,"156","res://src/towers/tower_behaviors/dreadlord.gd","res://resources/icons/tower_icons/dreadlord.tres","res://src/towers/tower_sprites/dreadlord_1.tscn","61CP","V041"
